seed,success,final_population,max_population,extinction_tick,combat.damage_multiplier
0,True,80,80,,3.0
1,True,80,80,,3.0
2,True,80,80,,3.0
0,True,80,80,,4.0
1,True,80,80,,4.0
2,True,80,80,,4.0
0,True,80,80,,5.0
1,True,80,80,,5.0
2,True,80,80,,5.0
0,True,80,80,,6.0
1,True,80,80,,6.0
2,True,80,80,,6.0
0,True,80,80,,7.0
1,True,80,80,,7.0
2,True,80,80,,7.0
0,True,80,80,,8.0
1,True,80,80,,8.0
2,True,80,80,,8.0
